"ID","Link","User","Date","Stars","Title","Text"
"969","https://www.amazon.com/gp/customer-reviews/R1EOKRZB0RCV11/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Bill B","11 Aug 2020","4.0","My 3rd G-shock in 20 years","Great Watch at a reasonable cost.  Only knock is difficulty in changing battery. But they usually last for 5-7 years."
"970","https://www.amazon.com/gp/customer-reviews/RWEGRJJ5AZL4M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","N. K. Scott","30 Jun 2021","5.0","Great watch","Classic G-shock. Great every day “beater” watch. Very usable and durable. Backlight is better than other G shocks I’ve owned."
"971","https://www.amazon.com/gp/customer-reviews/R1YUM5RDOHA7R4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Tyler","05 Jul 2021","5.0","One tank of a watch","Classic! This watch is a basic beast. No frills just accurate time and it is nearly indestructible. Get this!!"
"972","https://www.amazon.com/gp/customer-reviews/R1DPDMGTRJ3QJS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Melaku  Girma","04 Dec 2021","5.0","To make fonts bigger",""
"973","https://www.amazon.com/gp/customer-reviews/R4FYGC34284KZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Bill","15 Jan 2020","5.0","Battery life about 5 years","I been using this Casio watch for over 20 years, this last watch I purchase was Number 5 or 6. I am very hard on watches and this watch holds up very well.  After five years the glass gets pitted from the type of work I do. When the battery starts to run down I purchase a new one. Great watch"
"974","https://www.amazon.com/gp/customer-reviews/R2I2A22UOIVNWB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Sebastian","03 Jul 2021","5.0","A must have G-shock","Super comfortable watch. I sometimes forget i have it on. The lower profile helps with day to day task"
"975","https://www.amazon.com/gp/customer-reviews/R1J4YQ3XJNLLY9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","B","22 Jan 2013","4.0","A bit different from the picture but I still love it","The face isn't as clear, its more dark. The words ""PROTECTION"" and ""G-SHOCK"" are in gray instead of white, which weakens the aesthetic look. It functions well, nothing wrong with it. It is durable though! I was biking around 15 mph when I hit something, ate s*** and fell on pavement hard, I'm sure the watch hit the pavement too and it still functions well and there's no scratches. ****EDIT**** I ate s*** again riding my bike, going around 20mph or so, landed on my watch, the word protection got scratched off and the shock in g shock. It still works good though! If I wasn't wearing a watch, I think my hand would have been really scratched up."
"976","https://www.amazon.com/gp/customer-reviews/R1T8LGIEC42HJD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Sterling","14 Sep 2020","4.0","Budget EDC watch","This watch would get a 5/5 but one of the buttons is smashed in and hard to press."
"977","https://www.amazon.com/gp/customer-reviews/R2I6O0QJJ9RMK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Amazon Customer","07 Nov 2019","5.0","It is a great watch","This was my 3rd Casio watch. Approx. every 12 to 15 years the battery dies and instead of fixing it I get a new one. I am very happy that the same watch that I like so much is still available. I hope if I'm still around in 12 to 15 years from now this Casio watch will still be available. It is just a great watch."
"978","https://www.amazon.com/gp/customer-reviews/R22KUW39QXP9DP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Martin Wilson","13 Oct 2019","4.0","TOUGH","I like the fact that the watch is very robust and very reliable, the strap that is fitted is of low quality but was my intention to replace to that of a Velcro type anyway so the supplied band isn't of much concern to me."
"979","https://www.amazon.com/gp/customer-reviews/R3A1ULLZZ5C3K3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","The Stache","17 Jan 2019","4.0","Nicely priced waterproof watch.","I wanted a waterproof Casio watch for kayaking. I've had good luck with Casio's. I liked this model because it is relatively compact compared to some of the bulky G-Shock watches. My only complaint is the button are a bit difficult to hit with large fingers. Specifically, the light button is difficult to hit. Besides that, the watch meets my expectations."
"980","https://www.amazon.com/gp/customer-reviews/R2R9ERS3CP4MY8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Oggie","19 Jul 2019","5.0","Unlimited auto repeat countdown timer","Besides everything else being great, this model has (unlike many others) unlimited auto repeat countdown timer. So if you need your watch to remind you at something every X minutes repeatedly throughout the day without the need to restart the timer ever this is the one to have. I would like that there's a solar version of GShock that has unlimited auto repeat countdown timer, hope they will make one in the future."
"981","https://www.amazon.com/gp/customer-reviews/R3M4OFH0V77QRB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Baltimore guy","27 May 2008","4.0","sports watch","My first Casio sports watch lasted about 30 years so I thought I would try the g-shock watch.  All works well except the button for the 'adjust' mode.  The button is permanently depressed and is not easily used.  You must use a sharp point, like the tip of a pen or stylus of a PDA, to push this button.  This is NOT easy or convenient when you're out using it.  I called Casio and the rep could not tell me if this was to be expected, normal or what.  Otherwise, it's a great watch.  Just keep a pen or one of your fingernails long and sharp to be able to use this key function of the watch."
"982","https://www.amazon.com/gp/customer-reviews/R1NA33FHP7TKH3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Anders D.","22 Mar 2021","5.0","A classic for a great price","One of the all time great watches, without a doubt up there with Rolex. You can’t complain about a good looking watch that only costs 40 bucks."
"983","https://www.amazon.com/gp/customer-reviews/RLU34S2U1TON4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Amazon Customer","08 Mar 2021","5.0","Great warranty and works in all types of weather.","I've always been big fan of  Casio watches for over 30 years. Its durability and dependability has always been my reason I only wear Casio watches only."
"984","https://www.amazon.com/gp/customer-reviews/R2KLHVI6TK7918/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Bryan Schiano","11 Aug 2020","4.0","Time will tell?","The watch is well worth the money. Hope when I open it up to change battery it's not junk inside."
"985","https://www.amazon.com/gp/customer-reviews/R3CLUFZQYO5W9C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","tommy Roseberry","01 Dec 2021","5.0","Good quality, i’m happy with my purchase","Good product"
"986","https://www.amazon.com/gp/customer-reviews/RQNHOE3ZGTP7Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Yoojeen","22 May 2020","5.0","Watch You Need","This watch is what you need. Perhaps, you are tempted to look at a more expensive watches, but what you really need is this attractive, functional, and practical watch. Watch, so versatile you can wear them anywhere and do anything, while they keep accurate time and require little to none maintenance."
"987","https://www.amazon.com/gp/customer-reviews/R3T1TJKGTU99MJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Mikel Rossini","17 Jun 2019","5.0","Great Watch","I've never tested it for water resistance , and I don't fiddle with it to use the timer function. I USE IT AS A WATCH ONLY! It keeps great time, appears to be very well built, and I am very satisfied.  I have no idea what, beyond keeping time, it may or may not do, and I'm certain I don't care.  I just wanted a watch and selected the one with fewest features."
"988","https://www.amazon.com/gp/customer-reviews/R10IXMZJNL6020/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Duncan Chaplin","09 Jul 2009","5.0","Excellent sturdy watch","I've owned Casio watches like this one (G-Shock classic Digital) for over 15 years and I've always been very impressed. They are tough and dependable and reasonably good looking, though perhaps a tad bulky and with more words than one might want showing on the face. I believe that I had one break down and lost two during that period. I'm now on my 4th. The buttons are a little challenging to operate if you're not coordinated with your fingernails but I generally keep my alarm setting fixed for fairly long periods of time. I swim regularly without problems. I did recently purchase another Casio that was a bit sleeker and nicer looking. It has minute and hour hands- I was very disappointed because it was very hard to set the time. That watch has the number 3321 in a box on the back followed by AW-49H."
"989","https://www.amazon.com/gp/customer-reviews/R1JOSGKD52FKDC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","J. Amos","08 Jan 2010","5.0","Amazing","Got this watch today and it came incredibly fast! Looked over the instructions and everything is really easy to use on this watch. It took me about 2 minutes to set the watch onto the perfect time and date! Not to big like other G-shocks and has everything you need in a watch! Tells great time in 12 or 24hr time also shows the day and date. Has an Alarm a stopwatch and a countdown timer. What else do you need? This watch looks great and is not heavy but yet it feels like you could drop it off a sky scraper and it would survive. Can't say enough good things about it. If your thinking about buying a G-shock or a sports watch in general save your money and buy one of these its unbelievable value for money and you  would be crazy not to choose it!"
"990","https://www.amazon.com/gp/customer-reviews/R3EI1H04NF5Z35/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Feather","11 Mar 2013","5.0","Great Watch! Wonderful Gift!","I bought this as a gift for a friend of mine in the Marine Corps, since he lost his during boot camp. He loved it, and I loved it. Not because of the great deal I got (2 day shipping here, compared to 2 weeks with another vendor) but because I also worked at a watch and jewelry repair shop. I knew exactly how to program it without looking in the instruction manual, and it was SO easy. You can set it for normal time, as well as military time. It also has timers and a stop watch. All of the basics you could ever want. It seems like a sturdy watch, and comes with a warranty, so you also get some peace of mind. Overall, great buy. Definitely would buy another one for him if he lost this one too. :-P"
"991","https://www.amazon.com/gp/customer-reviews/RFP6CVFKAR6I5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Ryan Williamson","03 Aug 2021","5.0","Exactly As Advertised","Purchased this before military training and it held up to all my training requirements. Highly recommend."
"992","https://www.amazon.com/gp/customer-reviews/R32KUREDJWISGY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Jack","02 Feb 2020","5.0","I love it. Works great.","Rugged, dependable. I love this for it's simplicity and reliability. I didn't need something with 41 times zones. This watch is perfect for me. The buttons are indeed quite recessed but I have no problem pushing them as I have strong fingers. I can see how someone might. Classic Casio controls that I'm used to make it even better."
"993","https://www.amazon.com/gp/customer-reviews/R1GL2287R8FOVC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Ian Raymundo","30 Oct 2019","5.0","It's not too big and usefull to many sites.","You can use it in formal and informal events. The Office, meetings, swimming pool, yards, construction sites, traveling are all the best places to use it. Maybe if you are wearing a smoking jacket could be too much, but noone would notice it. By the way, Perhaps you can't change the wrist dand or it's difficult to adapt another one, but I like it as it is."
"994","https://www.amazon.com/gp/customer-reviews/R2B61QC20RZSI6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Universal Customer","23 Jul 2021","5.0","Durable timepiece.","Cannot beat this for reliability and cost. Great goto watch for just about any event."
"995","https://www.amazon.com/gp/customer-reviews/R34Q1LQIJRJTGT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Chester Drawers","17 Aug 2021","5.0","Easy to read. Even in the sun.","I like that it is pretty simple to read and change the time and date"
"996","https://www.amazon.com/gp/customer-reviews/R2IWIPF29UZ6E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Amazon Customer","29 Jul 2019","3.0","i need to use a pen to push the buttons in.","nice watch, but the top left button is so flat i need to use a pen or something to push it in. the buttons are sort of hard to access, but yet they dont dig into your wrist so its a toss up. holding up fine so far, waterproof. comfortable. as most chinese crap its a bit confusing getting to the count down timer and stopwatch, but all around i expext to get a few years out of it. i dont see anything on this watch that sets it apart from any other. Nothing makes this watch industrial rated or bulletproof. its a w-mart quality watch. if anything, the thing is thicker plastic on the face witch will help with scratching. but so far so good. cheers."
"997","https://www.amazon.com/gp/customer-reviews/RGWUHD74X4PC3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Christopher Davis","18 Oct 2021","5.0","God Tier","Best utility watch a watch enthusiast can buy."
"998","https://www.amazon.com/gp/customer-reviews/R1ENM0FSNO6LO2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","mc","29 Apr 2010","5.0","Favorite Casio (so far!)","This is a great watch--light, tough, easy to read. It won't break the bank to buy one, and yet it keeps time as accurately as any watch costing 100x as much. Update, June 2013-- Minor note, the face illumination used to activate when the alarm went off but stopped doing so after about six months of use.  I'm not sure if this is a normal function of the watch to prevent excessive battery drain, but it's not a big deal for me.  It's still working on the original battery. The band has shown some signs of wear, but other than that, it's still good to go.  I don't shower with the watch on, as I've heard that warm water has a ""drying"" effect on watch bands made of this material. As I said earlier, a great watch for the money."
"999","https://www.amazon.com/gp/customer-reviews/R27MYHIFKO7V3I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Loyal Prime Customer","12 Nov 2019","5.0","Superb watch!","Superb watch with wonderful features! I ordered it for my brother and he is extremely happy to have it. He is really impressed by the working of this watch that helps him schedule and manage his all task properly. Multifunctional alarm, shock resistant, seconds digits flash on the display, EL Backlight with Afterglow, an auto-repeat function is exactly all he wants in his dream wristwatch."
"1000","https://www.amazon.com/gp/customer-reviews/R128M1XWVPZVTU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","g.w.","12 Feb 2020","5.0","A favorite","Excellent classic G-Shock from Casio. This thing is so easy to wear because you don't have to worry about it. Get the thing dirty, get it wet, lift weights, go to work, go on a hike, go to a waterpark - do anything! It's reliable and easy to read and use. The thing simply won't let you down."
"1001","https://www.amazon.com/gp/customer-reviews/R2EZN7LU6Q22GE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Shop till u drop","21 Jan 2016","4.0","You get what you pay for so this seems to be value.","It seems to be everything they say it is, but I have not heard the alarm sound really, it is not loud enough for me so I intend to check if it has volume adjustment . 0 & two to the watch on sound at the moment but it is good value if you if you don't mind the alarm. See the video I have found on the watch it is accurate except does not mention volume. the buttons are not easy to use for me also. https://www.youtube.com/watch?v=gJV-p5RgrPg"
"1002","https://www.amazon.com/gp/customer-reviews/RP4AEDD1WT5BZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Arthur","22 Feb 2017","5.0","Perfect simplistic digital watch that packs all the abilities you need.","Durable, long battery life. Shows time+seconds, and date with month, and day+day of week on the primary mode. On the second mode it has an alarm that you can set the date you want it to ring, and the time, or just the time everyday. There is also a hourly beep if you want that. On the third mode you have a timer. An than on the fourth mode you have a stopwatch. On all the secondary modes there is the time in the upper right hand corner, and what mode it is right next to the time."
"1003","https://www.amazon.com/gp/customer-reviews/R10Y297S3U0QUW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Victor","30 May 2021","5.0","Meow","The media could not be loaded. Very nice. I scratched it up at work but it’s holding up. Very well made"
"1004","https://www.amazon.com/gp/customer-reviews/R1BGJ6LEM09T64/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Calan Robertson","19 Jan 2020","5.0","Dependable","I work in a mine. And can say this watch has stood the test. In water 10 hours a day. Been hit with rocks, took an accidental blow from an axe and still looks new.  The price is steep compared to the cheap Walmart watches. But when you never have to worry about buying another it something to consider."
"1005","https://www.amazon.com/gp/customer-reviews/RE60LT6TSD6PW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Cybrhill","17 Jul 2020","4.0","Good stuff for the price!","Durable high quality product with the only downside being buttons that are difficult to push due to small size and stiffness."
"1006","https://www.amazon.com/gp/customer-reviews/R2ROAX71S8IWRD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Dan T","27 May 2021","5.0","simple","this was a gift to my cousin. he loved it. He speaks highly of it."
"1007","https://www.amazon.com/gp/customer-reviews/R1HWS7FYI22OWU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","M. Shults","03 Apr 2007","3.0","Light won't work while setting the alarm, etc...","I'll really date myself if I tell you how many years I've had these cheap casio watches, and find their sheer utility to be so unbeatable that fancy-schmansy expensive gold watches I have langish on a shelf. I've worn  these watches to over 100 feet diving, banged and pounded them while doing all manner of rough chores, and had them last for a shocking number of years between battery changes, despite the abuse. Unfortunately, since the last model Casio G-Shock I had, Casio apparently changed the control buttons so that, in this model watch, you cannot work the light while you are setting the alarm, timer, or watch. This is a MISERABLE flaw since, for just one example, if you use the watch as an alarm clock, you have to get up out of bed and turn on the light to see the darn thing. Ditto for setting the timer countdown for ""snooze alarm"" purposes. If anyone knows of a G-Shock model where the face can be lit while setting it, I'd love to replace this one."
"1008","https://www.amazon.com/gp/customer-reviews/RT589A6LP5MOB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Leo","22 Nov 2019","5.0","Beautiful, robust, functional watch","Casio seems to produce a couple of gems like this one, tough watches which are accurate and will last you a life time, if you need a watch and are weighing your options this model definitely covers all the bases. Another model claiming to do more is spinning yarn, a model doing less is probably not far off the same price. A good buy."
"1009","https://www.amazon.com/gp/customer-reviews/R1X0O8AYBXB6JG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Jane","17 Aug 2013","5.0","Its a great watch! Rugged and waterproof.","We have had these before, so I knew what to buy. This one is actually a bit thicker than our previous watches, so it does occasionally catch on things or bump into stuff. But its rugged enough that this wont hurt it. The buttons are recessed so if you have a puppy, he wont be able to change the time as with the older style. The puppy did change the time a couple of times, when he hit the buttons with his baby teeth, but that wont happen much, its funny. And we really dont anticipate diving to 200 meters, even tho the watch will deal with that depth. But if you drop it over the side of your sailboat in deep water, you will at least know that it will continue to run."
"1010","https://www.amazon.com/gp/customer-reviews/R3P0RMLXRU2Q5G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","John Larson","11 Jun 2020","5.0","Best watch ever","Best freaking watch ever, I decided to pull the trigger on this cause I have small wrist and before this watch I was using a g-100 1a1. Anyone with small wrist need to buy this watch ASAP and you get all the goodies that come with a g-shock"
"1011","https://www.amazon.com/gp/customer-reviews/R26EL4D1QYPKX8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Music Fan","15 Apr 2019","5.0","The Perfect Digital Watch.","This is the quintessential G-Shock. Everyone should own this watch. Everyone from a watch collector to the average person this watch can do it all. From a feature standpoint it does everything a watch needs to. If the Apocalypse ever happens this the watch I want on my wrist. For less then $50 you get a watch that is good to 200m plus water resistantance, which the buttons are designed to be used underwater."
"1012","https://www.amazon.com/gp/customer-reviews/R3PQE74TG74YGD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Tom G.","09 Oct 2013","5.0","Skip the bells and whistles you know you will never use - this watch is basic, but for what it does, it does very well.","What you see with this watch is what you get.  It's got the basics down pat.  If you are looking for something that keeps good time, has an alarm function, stop watch function, count down function, back light, and is tough as nails - this is the one you want.  I have had this watch for a month now, and the time keeps well +/- 15 seconds each month.  I swim, run, sit in the sauna/steam room, and shower at the gym in this watch and have had zero issues.  The size fits my wrist well, and is comfortable with a good weight.  The draw of this watch is that it doesn't have a lot of bells and whistles but for what it does, it does exceedingly well."
"1013","https://www.amazon.com/gp/customer-reviews/R2PY70WYQAW9CC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Coffeeman12","11 Jul 2013","3.0","Classic G Shock","This is a very cool watch. The history that surrounds the Casio G Shock line all kind of stems from this watch- if people imagine a G shock this most likely is the design that would pop into their heads. It has a cool, rugged appeal to it and long-time users can attest to its toughness. For me personally this is my first foray into the G shock world- I have always loved my Suuntos but thought I would give the brand a chance. It is an extremely functional watch but it has some downsides for me. First is the comfort- the band on this thing is hard plastic which tends to dig into your skin after a few hours.. with my Suuntos' rubber straps I forget I am wearing them. The second downside may be more of a personal preference rather than an issue with the watch. I wish it were larger- this is a rather small watch for my wrist, if the face were 50% larger it would be perfect. So make it a little larger and give it a quality rubber strap and it would be 5/5."
"1014","https://www.amazon.com/gp/customer-reviews/R29YFS7B5SYK68/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Sollyman","24 Jun 2011","5.0","First G-Shock--Will not be the last!!","Lost my last sports watch (Ironman), so I had a good excuse to treat myself to a new sports watch.  I was leaning towards an Ironman, since I've had 2 in the past and enjoyed them both.  However, after searching ""sports watches"" in the search tool, I came across the G-Shock brand watches.  As a veteran, G-Shocks aren't new to me (it seems as if all my Corps buddies had one except me). After reading several reviews on this model, I decided to make the splurge. My watch arrived yesterday, and I'm very impressed.  For starters, the watch looks nicer in person.  It has a strong, masculine tough-look about it. Yet, it's classy enough to wear outside the gym or ""field"". Additionally, the watch is extremely durable, and doesn't feel like its made from cheap parts. I definitely recommend. Enjoy!"
"1015","https://www.amazon.com/gp/customer-reviews/R3VJW25Y7U8XNB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","lle3","27 May 2020","5.0","My husband  loves This watch","I bought for my husband. He loves this watch. It’s his every day watch. It reminds him of when he was younger. It’s a simple watch that you can wear with casual clothes. He’s a T-shirt and jeans kinda guy and it works perfectly for his everyday wear"
"1016","https://www.amazon.com/gp/customer-reviews/RBANLYAF94F5Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Old Jarhead","07 May 2018","5.0","Great watch.","Bought this for my Son.  He is rougher than a dry cob on watches and they usually get lost in a week or two due to his working conditions.  He loves this one and say he thinks it would stop a bullet.  Maybe not, but he loves it and likes the idea that he can see the display in bright sunlight and he uses the alarms to keep appointments and to make calls at a certain time.  Great watch."
"1017","https://www.amazon.com/gp/customer-reviews/R3PEGF4NHK0P7Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Reese. M","02 Jun 2021","5.0","Classic. MUST HAVE","As much as I line wearing an SKX I needed something tough for work and this is IT!"
"1018","https://www.amazon.com/gp/customer-reviews/R2DF91AFJ3QDUW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Frank","29 Sep 2021","5.0","Good watch","Nice watch. A little smaller than expected"
"1019","https://www.amazon.com/gp/customer-reviews/RO1JADJS2N4HX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Tony in Florida","27 Jun 2020","3.0","The upper left button is very hard to press.","I have owned this G-shock watch in the past multiple times (or at least extremely similar model(s)).  I am drawn to the water resistance, ruggedness, and simplicity.  The upper left button is recessed making it harder to press, I presume to prevent accidentally entering the time set mode.  I don't recall having a big issue with this in the past, but this time it was so hard to press that I decided to return it and get a different Casio watch."
"1020","https://www.amazon.com/gp/customer-reviews/RL4L72OJUDCDR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","David Boyce","24 Jan 2021","5.0","yes","It's just like the one I had years ago, if it last even half as long ( old one lasted 20 years ) I will be very happy"
"1021","https://www.amazon.com/gp/customer-reviews/RJZ0NIWZV8XMK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Charles K. Mone","18 Mar 2010","1.0","The Watch From Hell","1.  Buttons to adjust all functions are indented.  Earlier models (that I have owned) had them extruded.  (think of an inny or outie belly button).  Result:  Very frustrating for fingers of any size to adjust anything on the watch 2.  If, in setting the time for 8:00 for example, you happen to go to 9 you have to continue through the remainer (10-11-12) etc to get back to 8.  The earlier version allowed you simply to back up.  If in fact you could do this with this watch, I could not because of the darn indented button design) 3.  It is difficult to tell if the alarm is in the on/off position and more difficult to tell if the hourly alarm is in the on/off position.  As a side note, who buys a watch with the goal of having an alarm that rings on an h ourly basis?  You may find that an hourly alarm during the nighttime bothers you or, if not you, your BFF.  During the daytime co workers tend not to be fond of that function.  Maybe a light or maybe shading of the watch face to indicate an alarm function is activated would be helpful 4.  A booklet that is so small and at the same time so lengthy it is intimidating.  We are in an internet age.  Put in a o ne page note that says  ""For detailed instructions consult Casio/Net at Watch instructions and download the particular ones you need.  (That would save paper as well) 5.  Amaxon, please tell your representatives how the Review process works.  I could not figure out how to send this e mail so I called the Rep.  I told him I knew I was overlooking something and that it was my fault but he did not have a clue what the review process was all about.  Luckily, my daughter called and figured it out at once. I co ntinue to be a huge fan of Amazon.  I love the ordering process and always asking other companies why they do not adopt similar, simple procedures.  I love the book selection and the option to buy new or used. ChickMone  ckmone@gmail.com"
"1022","https://www.amazon.com/gp/customer-reviews/R3AENWWHD361CC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","jamhi","04 Jul 2018","5.0","Really a fantastic minimalist protective everywhere budget watch","Really a fantastic minimalist protective everywhere budget watch. Very accurate time keeping for those of us that smash into random things this watch last longer than most without scratching the face up. Still the same exact model as when they first came out but cant argue with the durability. To bad the straps the first to break but I have a 10 year old model in my sock drawer still alive and within 10 seconds of the time minus daylight savings."
"1023","https://www.amazon.com/gp/customer-reviews/R1R6I9TD87YUX6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","D. SMITH","18 Jan 2020","4.0","All you'll need!","I own several watches from high-end Swiss watches all the way down the line and I just love this Casio watch. Keeps excellent time is durable water resistant just a great all-around watch honestly."
"1024","https://www.amazon.com/gp/customer-reviews/R2XD1NJ8RP3ZIR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","neeneyv","19 Aug 2020","5.0","GREAT WATCH","We only buy G-Shock! Amazon is the place to buy them. Great prices.  Waterproof shower ,pool and ocean. Excellent quality! A little hard to set the time and date. read the directions once you get it you got it."
"1025","https://www.amazon.com/gp/customer-reviews/R1YOS6LGT1DCLU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","IwanaBaclonE","11 Nov 2020","5.0","Twice as nice.","I bought the first one back in 1983 and had it till the wristband broke in the mid 90s. I'm so very happy to have found that Casio re-released it I bought an extra!"
"1026","https://www.amazon.com/gp/customer-reviews/R1COD740T00I3E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","MC","30 Mar 2021","5.0","Un clásico de Casio que no pasa de moda","El mejor reloj clásico digital de Casio, con un tamaño intermedio, muy cómodo y que te sirve para todo. El precio es excelente."
"1027","https://www.amazon.com/gp/customer-reviews/R2A1ZHFAPMK5XI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Douglas Myers","01 Oct 2019","5.0","Great multi-function durable digital watch","I have owned this same model Casio watch for about 25 years!  It does everything I need it to do!  It is very durable with all the multi-functions I use all the time.  This is the third one I have owned each lasting at least eight years!  It is the best.  Did good for over 30 years of field police service."
"1028","https://www.amazon.com/gp/customer-reviews/R1RTVBSBD0BVMG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","YEISON SUSUNAGA","11 Jan 2020","5.0","El mejor g shock, sin añadidos innecesarios","El g shock por excelencia, práctico, sencillo y con un diseño ya comprobado. La correa no es la mejor pero por el precio esta bien, la lectura a pleno sol no es del todo clara, se debe girar un poco para ver mejor contraste pero no es algo trágico, son solo pequeños detalles, en general es un relojazo"
"1029","https://www.amazon.com/gp/customer-reviews/R38AMJATKBOBKL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","enlite","31 May 2021","5.0","IMPRESSIVE !","A great looking & very durable watch at a great price i definitely recommend this watch !"
"1030","https://www.amazon.com/gp/customer-reviews/R3UD2QYKS1GN2O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Charles","02 Aug 2021","5.0","Great watch","Great everyday beater watch. Wear it to work and the gym. Zero complaints."
